ID;Data;Categoria;Adempimento;Titolo;Apparato;Supervisore;Controllore;Addetto;Stato;Costi;Tempi
1416;01/07/2025;ALTRO/ALTRO;Altro;Altro - PALMA FRANCESCO;PALMA FRANCESCO;panichellihsc@gmail.com;panichellihsc@gmail.com;panichellihsc@gmail.com;completo;;
1415;01/07/2026;SICUREZZA/VALUTAZIONI DEI RISCHI;Valutazione dei rischi;Valutazione dei rischi - DENTALNOVA SRL - POVEROMO;DENTALNOVA SRL - POVEROMO;panichellihsc@gmail.com;panichellihsc@gmail.com;panichellihsc@gmail.com;in validita;;
1414;01/07/2025;SICUREZZA/VALUTAZIONI DEI RISCHI;Valutazione dei rischi;Valutazione dei rischi - DENTALNOVA SRL - POVEROMO;DENTALNOVA SRL - POVEROMO;panichellihsc@gmail.com;panichellihsc@gmail.com;panichellihsc@gmail.com;completo;;
1413;01/07/2026;SICUREZZA/VALUTAZIONI DEI RISCHI;Valutazione dei rischi;Valutazione dei rischi - MADENT STP SRL;MADENT STP SRL;panichellihsc@gmail.com;panichellihsc@gmail.com;panichellihsc@gmail.com;in validita;;
1412;01/07/2025;SICUREZZA/VALUTAZIONI DEI RISCHI;Valutazione dei rischi;Valutazione dei rischi - MADENT STP SRL;MADENT STP SRL;panichellihsc@gmail.com;panichellihsc@gmail.com;panichellihsc@gmail.com;completo;;
1411;01/07/2026;ALTRO/ALTRO;Altro;Altro - FRI SPORTHEALTH S.R.L.;FRI SPORTHEALTH S.R.L.;panichellihsc@gmail.com;panichellihsc@gmail.com;panichellihsc@gmail.com;in validita;;
1410;01/07/2025;ALTRO/ALTRO;Altro;Altro - FRI SPORTHEALTH S.R.L.;FRI SPORTHEALTH S.R.L.;panichellihsc@gmail.com;panichellihsc@gmail.com;panichellihsc@gmail.com;completo;;
1409;01/07/2026;SICUREZZA/VALUTAZIONI DEI RISCHI;Valutazione dei rischi;Valutazione dei rischi - FRI SPORTHEALTH S.R.L.;FRI SPORTHEALTH S.R.L.;panichellihsc@gmail.com;panichellihsc@gmail.com;panichellihsc@gmail.com;in validita;;
1408;01/07/2025;SICUREZZA/VALUTAZIONI DEI RISCHI;Valutazione dei rischi;Valutazione dei rischi - FRI SPORTHEALTH S.R.L.;FRI SPORTHEALTH S.R.L.;panichellihsc@gmail.com;panichellihsc@gmail.com;panichellihsc@gmail.com;completo;;
1407;01/07/2026;ALTRO/ALTRO;Altro;Altro - DE CUNTIS ARMANDO;DE CUNTIS ARMANDO;panichellihsc@gmail.com;panichellihsc@gmail.com;panichellihsc@gmail.com;in validita;;
1406;01/07/2025;ALTRO/ALTRO;Altro;Altro - DE CUNTIS ARMANDO;DE CUNTIS ARMANDO;panichellihsc@gmail.com;panichellihsc@gmail.com;panichellihsc@gmail.com;completo;;
1405;01/07/2026;ALTRO/ALTRO;Altro;Altro - SCIUTO CHANTAL;SCIUTO CHANTAL;panichellihsc@gmail.com;panichellihsc@gmail.com;panichellihsc@gmail.com;in validita;;
1404;01/07/2025;ALTRO/ALTRO;Altro;Altro - SCIUTO CHANTAL;SCIUTO CHANTAL;panichellihsc@gmail.com;panichellihsc@gmail.com;panichellihsc@gmail.com;completo;;
1403;01/07/2026;SICUREZZA/VALUTAZIONI DEI RISCHI;Valutazione dei rischi;Valutazione dei rischi - SCIUTO CHANTAL;SCIUTO CHANTAL;panichellihsc@gmail.com;panichellihsc@gmail.com;panichellihsc@gmail.com;in validita;;
1402;01/07/2025;SICUREZZA/VALUTAZIONI DEI RISCHI;Valutazione dei rischi;Valutazione dei rischi - SCIUTO CHANTAL;SCIUTO CHANTAL;panichellihsc@gmail.com;panichellihsc@gmail.com;panichellihsc@gmail.com;completo;;
1401;01/07/2026;SICUREZZA/VALUTAZIONI DEI RISCHI;Valutazione dei rischi;Valutazione dei rischi - SABATINI DENTALMED S.R.L.;SABATINI DENTALMED S.R.L.;panichellihsc@gmail.com;panichellihsc@gmail.com;panichellihsc@gmail.com;in validita;;
1400;01/07/2025;SICUREZZA/VALUTAZIONI DEI RISCHI;Valutazione dei rischi;Valutazione dei rischi - SABATINI DENTALMED S.R.L.;SABATINI DENTALMED S.R.L.;panichellihsc@gmail.com;panichellihsc@gmail.com;panichellihsc@gmail.com;completo;;
1399;01/07/2026;SICUREZZA/VALUTAZIONI DEI RISCHI;Valutazione dei rischi;Valutazione dei rischi - ASS. PROF. CLINICA VETERINARIA FRASCATI DI RUGGERI E SOCI;ASS. PROF. CLINICA VETERINARIA FRASCATI DI RUGGERI E SOCI;panichellihsc@gmail.com;panichellihsc@gmail.com;panichellihsc@gmail.com;in validita;;
1398;01/07/2025;SICUREZZA/VALUTAZIONI DEI RISCHI;Valutazione dei rischi;Valutazione dei rischi - ASS. PROF. CLINICA VETERINARIA FRASCATI DI RUGGERI E SOCI;ASS. PROF. CLINICA VETERINARIA FRASCATI DI RUGGERI E SOCI;panichellihsc@gmail.com;panichellihsc@gmail.com;panichellihsc@gmail.com;completo;;
1397;01/07/2026;SICUREZZA/VALUTAZIONI DEI RISCHI;Valutazione dei rischi;Valutazione dei rischi - MAGNANTI GIUSEPPINA - VIA FANANO;MAGNANTI GIUSEPPINA - VIA FANANO;panichellihsc@gmail.com;panichellihsc@gmail.com;panichellihsc@gmail.com;in validita;;
1396;01/07/2025;SICUREZZA/VALUTAZIONI DEI RISCHI;Valutazione dei rischi;Valutazione dei rischi - MAGNANTI GIUSEPPINA - VIA FANANO;MAGNANTI GIUSEPPINA - VIA FANANO;panichellihsc@gmail.com;panichellihsc@gmail.com;panichellihsc@gmail.com;completo;;
1395;01/06/2026;SICUREZZA/VALUTAZIONI DEI RISCHI;Valutazione dei rischi;Valutazione dei rischi - ROSATO SRL (SATOR CUOCCI);ROSATO SRL (SATOR CUOCCI);panichellihsc@gmail.com;panichellihsc@gmail.com;panichellihsc@gmail.com;in validita;;
1394;01/06/2025;SICUREZZA/VALUTAZIONI DEI RISCHI;Valutazione dei rischi;Valutazione dei rischi - ROSATO SRL (SATOR CUOCCI);ROSATO SRL (SATOR CUOCCI);panichellihsc@gmail.com;panichellihsc@gmail.com;panichellihsc@gmail.com;completo;;
1393;01/06/2026;ALTRO/ALTRO;Altro;Altro - SANTARELLI SILVIA - VELLETRI;SANTARELLI SILVIA - VELLETRI;panichellihsc@gmail.com;panichellihsc@gmail.com;panichellihsc@gmail.com;in validita;;
1392;01/06/2025;ALTRO/ALTRO;Altro;Altro - SANTARELLI SILVIA - VELLETRI;SANTARELLI SILVIA - VELLETRI;panichellihsc@gmail.com;panichellihsc@gmail.com;panichellihsc@gmail.com;completo;;
1391;01/06/2026;ALTRO/ALTRO;Altro;Altro - SANTARELLI SILVIA - CISTERNA DI LATINA;SANTARELLI SILVIA - CISTERNA DI LATINA;panichellihsc@gmail.com;panichellihsc@gmail.com;panichellihsc@gmail.com;in validita;;
1390;01/06/2025;ALTRO/ALTRO;Altro;Altro - SANTARELLI SILVIA - CISTERNA DI LATINA;SANTARELLI SILVIA - CISTERNA DI LATINA;panichellihsc@gmail.com;panichellihsc@gmail.com;panichellihsc@gmail.com;completo;;
1389;01/06/2026;SICUREZZA/VALUTAZIONI DEI RISCHI;Valutazione dei rischi;Valutazione dei rischi - ARINI LUCA;ARINI LUCA;panichellihsc@gmail.com;panichellihsc@gmail.com;panichellihsc@gmail.com;in validita;;
1388;01/06/2025;SICUREZZA/VALUTAZIONI DEI RISCHI;Valutazione dei rischi;Valutazione dei rischi - ARINI LUCA;ARINI LUCA;panichellihsc@gmail.com;panichellihsc@gmail.com;panichellihsc@gmail.com;completo;;
1387;01/06/2026;SICUREZZA/VALUTAZIONI DEI RISCHI;Valutazione dei rischi;Valutazione dei rischi - SABATINI STP A.R.L.;SABATINI STP A.R.L.;panichellihsc@gmail.com;panichellihsc@gmail.com;panichellihsc@gmail.com;in validita;;
1386;01/06/2025;SICUREZZA/VALUTAZIONI DEI RISCHI;Valutazione dei rischi;Valutazione dei rischi - SABATINI STP A.R.L.;SABATINI STP A.R.L.;panichellihsc@gmail.com;panichellihsc@gmail.com;panichellihsc@gmail.com;completo;;
1385;01/06/2026;ALTRO/ALTRO;Altro;Altro - MARINO MICHELANGELO - VIA VALERIO PUBBLICOLA;MARINO MICHELANGELO - VIA VALERIO PUBBLICOLA;panichellihsc@gmail.com;panichellihsc@gmail.com;panichellihsc@gmail.com;in validita;;
1384;01/06/2025;ALTRO/ALTRO;Altro;Altro - MARINO MICHELANGELO - VIA VALERIO PUBBLICOLA;MARINO MICHELANGELO - VIA VALERIO PUBBLICOLA;panichellihsc@gmail.com;panichellihsc@gmail.com;panichellihsc@gmail.com;completo;;
1383;01/06/2026;SICUREZZA/VALUTAZIONI DEI RISCHI;Valutazione dei rischi;Valutazione dei rischi - MARINO MICHELANGELO - VIA VALERIO PUBBLICOLA;MARINO MICHELANGELO - VIA VALERIO PUBBLICOLA;panichellihsc@gmail.com;panichellihsc@gmail.com;panichellihsc@gmail.com;in validita;;
1382;01/06/2025;SICUREZZA/VALUTAZIONI DEI RISCHI;Valutazione dei rischi;Valutazione dei rischi - MARINO MICHELANGELO - VIA VALERIO PUBBLICOLA;MARINO MICHELANGELO - VIA VALERIO PUBBLICOLA;panichellihsc@gmail.com;panichellihsc@gmail.com;panichellihsc@gmail.com;completo;;
1381;01/06/2026;ALTRO/ALTRO;Altro;Altro - BASTIANELLI DARIO;BASTIANELLI DARIO;panichellihsc@gmail.com;panichellihsc@gmail.com;panichellihsc@gmail.com;in validita;;
1380;01/06/2025;ALTRO/ALTRO;Altro;Altro - BASTIANELLI DARIO;BASTIANELLI DARIO;panichellihsc@gmail.com;panichellihsc@gmail.com;panichellihsc@gmail.com;completo;;
1379;01/06/2026;SICUREZZA/VALUTAZIONI DEI RISCHI;Valutazione dei rischi;Valutazione dei rischi - BASTIANELLI DARIO;BASTIANELLI DARIO;panichellihsc@gmail.com;panichellihsc@gmail.com;panichellihsc@gmail.com;in validita;;
1378;01/06/2025;SICUREZZA/VALUTAZIONI DEI RISCHI;Valutazione dei rischi;Valutazione dei rischi - BASTIANELLI DARIO;BASTIANELLI DARIO;panichellihsc@gmail.com;panichellihsc@gmail.com;panichellihsc@gmail.com;completo;;
1377;01/06/2026;ALTRO/ALTRO;Altro;Altro - GALLETTI STEFANO - VIA FRATELLI BONNET;GALLETTI STEFANO - VIA FRATELLI BONNET;panichellihsc@gmail.com;panichellihsc@gmail.com;panichellihsc@gmail.com;in validita;;
1376;01/06/2025;ALTRO/ALTRO;Altro;Altro - GALLETTI STEFANO - VIA FRATELLI BONNET;GALLETTI STEFANO - VIA FRATELLI BONNET;panichellihsc@gmail.com;panichellihsc@gmail.com;panichellihsc@gmail.com;completo;;
1375;01/06/2026;ALTRO/ALTRO;Altro;Altro - GALLETTI STEFANO - VIA AVENTINA;GALLETTI STEFANO - VIA AVENTINA;panichellihsc@gmail.com;panichellihsc@gmail.com;panichellihsc@gmail.com;in validita;;
1374;01/06/2025;ALTRO/ALTRO;Altro;Altro - GALLETTI STEFANO - VIA AVENTINA;GALLETTI STEFANO - VIA AVENTINA;panichellihsc@gmail.com;panichellihsc@gmail.com;panichellihsc@gmail.com;completo;;
1373;01/06/2026;ALTRO/ALTRO;Altro;Altro - ODONTOIATRIA FAVETTI CIAMPINO SRL;ODONTOIATRIA FAVETTI CIAMPINO SRL;panichellihsc@gmail.com;panichellihsc@gmail.com;panichellihsc@gmail.com;in validita;;
1372;01/06/2026;ALTRO/ALTRO;Altro;Altro - ODONTOIATRIA FAVETTI CIAMPINO SRL;ODONTOIATRIA FAVETTI CIAMPINO SRL;panichellihsc@gmail.com;panichellihsc@gmail.com;panichellihsc@gmail.com;in validita;;
1371;01/06/2025;ALTRO/ALTRO;Altro;Altro - ODONTOIATRIA FAVETTI CIAMPINO SRL;ODONTOIATRIA FAVETTI CIAMPINO SRL;panichellihsc@gmail.com;panichellihsc@gmail.com;panichellihsc@gmail.com;completo;;
1370;01/06/2026;ALTRO/ALTRO;Altro;Altro - PALLANTE SARA;PALLANTE SARA;panichellihsc@gmail.com;panichellihsc@gmail.com;panichellihsc@gmail.com;in validita;;
1369;01/06/2025;ALTRO/ALTRO;Altro;Altro - PALLANTE SARA;PALLANTE SARA;panichellihsc@gmail.com;panichellihsc@gmail.com;panichellihsc@gmail.com;completo;;
1368;01/06/2026;SICUREZZA/VALUTAZIONI DEI RISCHI;Valutazione dei rischi;Valutazione dei rischi - PALLANTE SARA;PALLANTE SARA;panichellihsc@gmail.com;panichellihsc@gmail.com;panichellihsc@gmail.com;in validita;;
1367;01/06/2025;SICUREZZA/VALUTAZIONI DEI RISCHI;Valutazione dei rischi;Valutazione dei rischi - PALLANTE SARA;PALLANTE SARA;panichellihsc@gmail.com;panichellihsc@gmail.com;panichellihsc@gmail.com;completo;;
1365;01/06/2026;SICUREZZA/RADIAZIONI IONIZZANTI;Attrezzature medico radiologiche;Attrezzature medico radiologiche - FERRETTI FRANCESCA;FERRETTI FRANCESCA;panichellihsc@gmail.com;panichellihsc@gmail.com;panichellihsc@gmail.com;in validita;;
1364;01/06/2025;SICUREZZA/RADIAZIONI IONIZZANTI;Attrezzature medico radiologiche;Attrezzature medico radiologiche - FERRETTI FRANCESCA;FERRETTI FRANCESCA;panichellihsc@gmail.com;panichellihsc@gmail.com;panichellihsc@gmail.com;completo;;
1363;01/06/2026;IGIENE ALIMENTI E BEVANDE/IGIENE E SALUTE ALIMENTI E BEVANDE;Verifica QUINDICINALE HACCP;Verifica QUINDICINALE HACCP - BAR CAFFE' RISTRETTO;BAR CAFFE' RISTRETTO;panichellihsc@gmail.com;panichellihsc@gmail.com;panichellihsc@gmail.com;in validita;;
1362;01/06/2025;IGIENE ALIMENTI E BEVANDE/IGIENE E SALUTE ALIMENTI E BEVANDE;Verifica QUINDICINALE HACCP;Verifica QUINDICINALE HACCP - BAR CAFFE' RISTRETTO;BAR CAFFE' RISTRETTO;panichellihsc@gmail.com;panichellihsc@gmail.com;panichellihsc@gmail.com;completo;;
1361;01/06/2026;ALTRO/ALTRO;Altro;Altro - UNIVERSO DONNA SRLS;UNIVERSO DONNA SRLS;panichellihsc@gmail.com;panichellihsc@gmail.com;panichellihsc@gmail.com;in validita;;
1360;01/06/2025;ALTRO/ALTRO;Altro;Altro - UNIVERSO DONNA SRLS;UNIVERSO DONNA SRLS;panichellihsc@gmail.com;panichellihsc@gmail.com;panichellihsc@gmail.com;completo;;
1359;01/06/2026;SICUREZZA/VALUTAZIONI DEI RISCHI;Valutazione dei rischi;Valutazione dei rischi - UNIVERSO DONNA SRLS;UNIVERSO DONNA SRLS;panichellihsc@gmail.com;panichellihsc@gmail.com;panichellihsc@gmail.com;in validita;;
1358;01/06/2025;SICUREZZA/VALUTAZIONI DEI RISCHI;Valutazione dei rischi;Valutazione dei rischi - UNIVERSO DONNA SRLS;UNIVERSO DONNA SRLS;panichellihsc@gmail.com;panichellihsc@gmail.com;panichellihsc@gmail.com;completo;;
1355;01/05/2026;SICUREZZA/VALUTAZIONI DEI RISCHI;Valutazione dei rischi;Valutazione dei rischi - SAMI SOLUTIONS STP;SAMI SOLUTIONS STP;panichellihsc@gmail.com;panichellihsc@gmail.com;panichellihsc@gmail.com;in validita;;
1354;01/05/2025;SICUREZZA/VALUTAZIONI DEI RISCHI;Valutazione dei rischi;Valutazione dei rischi - SAMI SOLUTIONS STP;SAMI SOLUTIONS STP;panichellihsc@gmail.com;panichellihsc@gmail.com;panichellihsc@gmail.com;completo;;
1353;01/05/2026;ALTRO/ALTRO;Altro;Altro - TG DENTAL STP S.R.L. - FANFARILLO;TG DENTAL STP S.R.L. - FANFARILLO;panichellihsc@gmail.com;panichellihsc@gmail.com;panichellihsc@gmail.com;in validita;;
1352;01/05/2025;ALTRO/ALTRO;Altro;Altro - TG DENTAL STP S.R.L. - FANFARILLO;TG DENTAL STP S.R.L. - FANFARILLO;panichellihsc@gmail.com;panichellihsc@gmail.com;panichellihsc@gmail.com;completo;;
1351;01/05/2026;SICUREZZA/VALUTAZIONI DEI RISCHI;Valutazione dei rischi;Valutazione dei rischi - TG DENTAL STP S.R.L. - FANFARILLO;TG DENTAL STP S.R.L. - FANFARILLO;panichellihsc@gmail.com;panichellihsc@gmail.com;panichellihsc@gmail.com;in validita;;
1350;01/05/2025;SICUREZZA/VALUTAZIONI DEI RISCHI;Valutazione dei rischi;Valutazione dei rischi - TG DENTAL STP S.R.L. - FANFARILLO;TG DENTAL STP S.R.L. - FANFARILLO;panichellihsc@gmail.com;panichellihsc@gmail.com;panichellihsc@gmail.com;completo;;
1347;01/05/2026;ALTRO/ALTRO;Altro;Altro - NARI GIACOMO;NARI GIACOMO;panichellihsc@gmail.com;panichellihsc@gmail.com;panichellihsc@gmail.com;in validita;;
1346;01/05/2025;ALTRO/ALTRO;Altro;Altro - NARI GIACOMO;NARI GIACOMO;panichellihsc@gmail.com;panichellihsc@gmail.com;panichellihsc@gmail.com;completo;;
1345;01/05/2026;SICUREZZA/VALUTAZIONI DEI RISCHI;Valutazione dei rischi;Valutazione dei rischi - NARI GIACOMO;NARI GIACOMO;panichellihsc@gmail.com;panichellihsc@gmail.com;panichellihsc@gmail.com;in validita;;
1344;01/05/2025;SICUREZZA/VALUTAZIONI DEI RISCHI;Valutazione dei rischi;Valutazione dei rischi - NARI GIACOMO;NARI GIACOMO;panichellihsc@gmail.com;panichellihsc@gmail.com;panichellihsc@gmail.com;completo;;
1343;01/05/2026;ALTRO/ALTRO;Altro;Altro - CELI FELICE;CELI FELICE;panichellihsc@gmail.com;panichellihsc@gmail.com;panichellihsc@gmail.com;in validita;;
1342;01/05/2025;ALTRO/ALTRO;Altro;Altro - CELI FELICE;CELI FELICE;panichellihsc@gmail.com;panichellihsc@gmail.com;panichellihsc@gmail.com;completo;;
1341;01/05/2026;SICUREZZA/VALUTAZIONI DEI RISCHI;Valutazione dei rischi;Valutazione dei rischi - CELI FELICE;CELI FELICE;panichellihsc@gmail.com;panichellihsc@gmail.com;panichellihsc@gmail.com;in validita;;
1340;01/05/2025;SICUREZZA/VALUTAZIONI DEI RISCHI;Valutazione dei rischi;Valutazione dei rischi - CELI FELICE;CELI FELICE;panichellihsc@gmail.com;panichellihsc@gmail.com;panichellihsc@gmail.com;completo;;
1339;01/05/2026;SICUREZZA/VALUTAZIONI DEI RISCHI;Valutazione dei rischi;Valutazione dei rischi - DE FALCO ALFREDO;DE FALCO ALFREDO;panichellihsc@gmail.com;panichellihsc@gmail.com;panichellihsc@gmail.com;in validita;;
1338;01/05/2025;SICUREZZA/VALUTAZIONI DEI RISCHI;Valutazione dei rischi;Valutazione dei rischi - DE FALCO ALFREDO;DE FALCO ALFREDO;panichellihsc@gmail.com;panichellihsc@gmail.com;panichellihsc@gmail.com;completo;;
1337;01/05/2026;SICUREZZA/VALUTAZIONI DEI RISCHI;Valutazione dei rischi;Valutazione dei rischi - MAGNANTI GIUSEPPINA - OSTIA - VIA DELLE CARENE;MAGNANTI GIUSEPPINA - OSTIA - VIA DELLE CARENE;panichellihsc@gmail.com;panichellihsc@gmail.com;panichellihsc@gmail.com;in validita;;
1336;01/05/2025;SICUREZZA/VALUTAZIONI DEI RISCHI;Valutazione dei rischi;Valutazione dei rischi - MAGNANTI GIUSEPPINA - OSTIA - VIA DELLE CARENE;MAGNANTI GIUSEPPINA - OSTIA - VIA DELLE CARENE;panichellihsc@gmail.com;panichellihsc@gmail.com;panichellihsc@gmail.com;completo;;
1335;01/05/2026;ALTRO/ALTRO;Altro;Altro - DE MARCHI FABIO;DE MARCHI FABIO;panichellihsc@gmail.com;panichellihsc@gmail.com;panichellihsc@gmail.com;in validita;;
1334;01/05/2025;ALTRO/ALTRO;Altro;Altro - DE MARCHI FABIO;DE MARCHI FABIO;panichellihsc@gmail.com;panichellihsc@gmail.com;panichellihsc@gmail.com;completo;;
1333;01/05/2026;SICUREZZA/VALUTAZIONI DEI RISCHI;Valutazione dei rischi;Valutazione dei rischi - DE MARCHI FABIO;DE MARCHI FABIO;panichellihsc@gmail.com;panichellihsc@gmail.com;panichellihsc@gmail.com;in validita;;
1332;01/05/2025;SICUREZZA/VALUTAZIONI DEI RISCHI;Valutazione dei rischi;Valutazione dei rischi - DE MARCHI FABIO;DE MARCHI FABIO;panichellihsc@gmail.com;panichellihsc@gmail.com;panichellihsc@gmail.com;completo;;
1331;01/05/2026;ALTRO/ALTRO;Altro;Altro - AIELLO FRANCESCO - GROSSETO;AIELLO FRANCESCO - GROSSETO;panichellihsc@gmail.com;panichellihsc@gmail.com;panichellihsc@gmail.com;in validita;;
1330;01/05/2025;ALTRO/ALTRO;Altro;Altro - AIELLO FRANCESCO - GROSSETO;AIELLO FRANCESCO - GROSSETO;panichellihsc@gmail.com;panichellihsc@gmail.com;panichellihsc@gmail.com;completo;;
1329;01/05/2026;SICUREZZA/VALUTAZIONI DEI RISCHI;Valutazione dei rischi;Valutazione dei rischi - AIELLO FRANCESCO - GROSSETO;AIELLO FRANCESCO - GROSSETO;panichellihsc@gmail.com;panichellihsc@gmail.com;panichellihsc@gmail.com;in validita;;
1328;01/05/2025;SICUREZZA/VALUTAZIONI DEI RISCHI;Valutazione dei rischi;Valutazione dei rischi - AIELLO FRANCESCO - GROSSETO;AIELLO FRANCESCO - GROSSETO;panichellihsc@gmail.com;panichellihsc@gmail.com;panichellihsc@gmail.com;completo;;
1327;01/05/2026;ALTRO/ALTRO;Altro;Altro - AIELLO FRANCESCO - ROMA;AIELLO FRANCESCO - ROMA;panichellihsc@gmail.com;panichellihsc@gmail.com;panichellihsc@gmail.com;in validita;;
1326;01/05/2025;ALTRO/ALTRO;Altro;Altro - AIELLO FRANCESCO - ROMA;AIELLO FRANCESCO - ROMA;panichellihsc@gmail.com;panichellihsc@gmail.com;panichellihsc@gmail.com;completo;;
1325;01/05/2026;SICUREZZA/VALUTAZIONI DEI RISCHI;Valutazione dei rischi;Valutazione dei rischi - AIELLO FRANCESCO - ROMA;AIELLO FRANCESCO - ROMA;panichellihsc@gmail.com;panichellihsc@gmail.com;panichellihsc@gmail.com;in validita;;
1324;01/05/2025;SICUREZZA/VALUTAZIONI DEI RISCHI;Valutazione dei rischi;Valutazione dei rischi - AIELLO FRANCESCO - ROMA;AIELLO FRANCESCO - ROMA;panichellihsc@gmail.com;panichellihsc@gmail.com;panichellihsc@gmail.com;completo;;
1323;01/05/2026;ALTRO/ALTRO;Altro;Altro - SBRAGA MASSIMO;SBRAGA MASSIMO;panichellihsc@gmail.com;panichellihsc@gmail.com;panichellihsc@gmail.com;in validita;;
1322;01/05/2025;ALTRO/ALTRO;Altro;Altro - SBRAGA MASSIMO;SBRAGA MASSIMO;panichellihsc@gmail.com;panichellihsc@gmail.com;panichellihsc@gmail.com;completo;;
1321;01/05/2026;SICUREZZA/VALUTAZIONI DEI RISCHI;Valutazione dei rischi;Valutazione dei rischi - SBRAGA MASSIMO;SBRAGA MASSIMO;panichellihsc@gmail.com;panichellihsc@gmail.com;panichellihsc@gmail.com;in validita;;
1320;01/05/2025;SICUREZZA/VALUTAZIONI DEI RISCHI;Valutazione dei rischi;Valutazione dei rischi - SBRAGA MASSIMO;SBRAGA MASSIMO;panichellihsc@gmail.com;panichellihsc@gmail.com;panichellihsc@gmail.com;completo;;
1319;01/05/2026;ALTRO/ALTRO;Altro;Altro - RICCI NINO;RICCI NINO;panichellihsc@gmail.com;panichellihsc@gmail.com;panichellihsc@gmail.com;in validita;;
1318;01/05/2025;ALTRO/ALTRO;Altro;Altro - RICCI NINO;RICCI NINO;panichellihsc@gmail.com;panichellihsc@gmail.com;panichellihsc@gmail.com;completo;;
1317;01/05/2026;SICUREZZA/VALUTAZIONI DEI RISCHI;Valutazione dei rischi;Valutazione dei rischi - RICCI NINO;RICCI NINO;panichellihsc@gmail.com;panichellihsc@gmail.com;panichellihsc@gmail.com;in validita;;
1316;01/05/2025;SICUREZZA/VALUTAZIONI DEI RISCHI;Valutazione dei rischi;Valutazione dei rischi - RICCI NINO;RICCI NINO;panichellihsc@gmail.com;panichellihsc@gmail.com;panichellihsc@gmail.com;completo;;
1315;01/05/2026;ALTRO/ALTRO;Altro;Altro - MIGLIANO GIOVANNI;MIGLIANO GIOVANNI;panichellihsc@gmail.com;panichellihsc@gmail.com;panichellihsc@gmail.com;in validita;;
1314;01/05/2025;ALTRO/ALTRO;Altro;Altro - MIGLIANO GIOVANNI;MIGLIANO GIOVANNI;panichellihsc@gmail.com;panichellihsc@gmail.com;panichellihsc@gmail.com;completo;;
1313;01/05/2026;SICUREZZA/VALUTAZIONI DEI RISCHI;Valutazione dei rischi;Valutazione dei rischi - MARCELLI BRUNO;MARCELLI BRUNO;panichellihsc@gmail.com;panichellihsc@gmail.com;panichellihsc@gmail.com;in validita;;
1312;01/05/2025;SICUREZZA/VALUTAZIONI DEI RISCHI;Valutazione dei rischi;Valutazione dei rischi - MARCELLI BRUNO;MARCELLI BRUNO;panichellihsc@gmail.com;panichellihsc@gmail.com;panichellihsc@gmail.com;completo;;
1311;01/05/2026;ALTRO/ALTRO;Altro;Altro - BISEGNA RICCARDO;BISEGNA RICCARDO;panichellihsc@gmail.com;panichellihsc@gmail.com;panichellihsc@gmail.com;in validita;;
1310;01/05/2025;ALTRO/ALTRO;Altro;Altro - BISEGNA RICCARDO;BISEGNA RICCARDO;panichellihsc@gmail.com;panichellihsc@gmail.com;panichellihsc@gmail.com;completo;;
1309;01/05/2026;SICUREZZA/VALUTAZIONI DEI RISCHI;Valutazione dei rischi;Valutazione dei rischi - BISEGNA RICCARDO;BISEGNA RICCARDO;panichellihsc@gmail.com;panichellihsc@gmail.com;panichellihsc@gmail.com;in validita;;
1308;01/05/2025;SICUREZZA/VALUTAZIONI DEI RISCHI;Valutazione dei rischi;Valutazione dei rischi - BISEGNA RICCARDO;BISEGNA RICCARDO;panichellihsc@gmail.com;panichellihsc@gmail.com;panichellihsc@gmail.com;completo;;
1307;01/05/2026;SICUREZZA/VALUTAZIONI DEI RISCHI;Valutazione dei rischi;Valutazione dei rischi - COCCHI EUGENIA;COCCHI EUGENIA;panichellihsc@gmail.com;panichellihsc@gmail.com;panichellihsc@gmail.com;in validita;;
1306;01/05/2025;SICUREZZA/VALUTAZIONI DEI RISCHI;Valutazione dei rischi;Valutazione dei rischi - COCCHI EUGENIA;COCCHI EUGENIA;panichellihsc@gmail.com;panichellihsc@gmail.com;panichellihsc@gmail.com;completo;;
1305;01/05/2026;SICUREZZA/VALUTAZIONI DEI RISCHI;Valutazione dei rischi;Valutazione dei rischi - FARMACIA DEL POGGIO SRL (PERONDI - VIA CAVONE);FARMACIA DEL POGGIO SRL (PERONDI - VIA CAVONE);panichellihsc@gmail.com;panichellihsc@gmail.com;panichellihsc@gmail.com;in validita;;
1304;01/05/2025;SICUREZZA/VALUTAZIONI DEI RISCHI;Valutazione dei rischi;Valutazione dei rischi - FARMACIA DEL POGGIO SRL (PERONDI - VIA CAVONE);FARMACIA DEL POGGIO SRL (PERONDI - VIA CAVONE);panichellihsc@gmail.com;panichellihsc@gmail.com;panichellihsc@gmail.com;completo;;
1303;01/05/2026;SICUREZZA/VALUTAZIONI DEI RISCHI;Valutazione dei rischi;Valutazione dei rischi - PERONDI ARRIGO (STUDIO ODONTOIATRICO);PERONDI ARRIGO (STUDIO ODONTOIATRICO);panichellihsc@gmail.com;panichellihsc@gmail.com;panichellihsc@gmail.com;in validita;;
1302;01/05/2025;SICUREZZA/VALUTAZIONI DEI RISCHI;Valutazione dei rischi;Valutazione dei rischi - PERONDI ARRIGO (STUDIO ODONTOIATRICO);PERONDI ARRIGO (STUDIO ODONTOIATRICO);panichellihsc@gmail.com;panichellihsc@gmail.com;panichellihsc@gmail.com;completo;;
